Camp,Country,NearCity,Subcamp,Type,Company,Function,TimeActive,Gender,OtherNames,PrisonerNumbers
Salzgitter,Germany,,Neuengamme,,,,,,,
Schandelah,Germany,,Neuengamme,,,,,,,
SchÅtzenhof-Bremen,Germany,,Neuengamme,,,,,,,
Schwessing-Husum,Germany,,Neuengamme,,,,,,,
Sollstadt,Germany,,Neuengamme,,,,,,,
Spaldingstrasse,Germany,,Neuengamme,,,,,,,
Steinwerder,Germany,,Neuengamme,,,,,,,
Stîcken-Hannover,Germany,,Neuengamme,,,,,,,
Stuklenwert,Germany,,Neuengamme,,,,,,,
Tiefstak,Germany,,Neuengamme,,,,,,,
Uelzen,Germany,,Neuengamme,,,,,,,
Veleen,Germany,,Neuengamme,,,,,,,
Veerssen - (note: 2 sub-camps were located in Veerssen).,Germany,,Neuengamme,,,,,,,
Vegesack-Aumun - Bremen,Germany,,Neuengamme,,,,,,,
Verden-Aller,Germany,,Neuengamme,,,,,,,
Wandsbeck,Germany,,Neuengamme,,,,,,,
Watenstedt-DrÅtte-Salzgitter,Germany,,Neuengamme,,,,,,,
Wedel,Germany,,Neuengamme,,,,,,,
Wilhemsburg-Hamburg,Germany,,Neuengamme,,,,,,,
Wilhemshaven,Germany,,Neuengamme,,,,,,,
Wittenberge,Germany,,Neuengamme,,,,,,,
Wolfsburg,Germany,,Neuengamme,,,,,,,
Wîbbelin-Ludwigslust,Germany,,Neuengamme,,,,,,,
Abteroda,Germany,,Ravensbruck,,,,,,,
Ansbach,Germany,,Ravensbruck,,,,,,,
Barth/Ostee (Heinkel),Germany,,Ravensbruck,,,,,,,
Belzig,Germany,,Ravensbruck,,,,,,,
Berlin-Oberschîneweide,Germany,,Ravensbruck,,,,,,,
Berlin-Schînefeld (Heikel),Germany,,Ravensbruck,,,,,,,
Borkheid,Germany,,Ravensbruck,,,,,,,
Bruckentin,Germany,,Ravensbruck,,,,,,,
Comthurey,Germany,,Ravensbruck,,,,,,,
Dabelow,Germany,,Ravensbruck,,,,,,,
Eberswalde,Germany,,Ravensbruck,,,,,,,
Feldberg,Germany,,Ravensbruck,,,,,,,
FÅrstenberg (Siemens),Germany,,Ravensbruck,,,,,,,
Hennigsdorf,Germany,,Ravensbruck,,,,,,,
HerzebrÅck,Germany,,Ravensbruck,,,,,,,
Hohenlychen,Germany,,Ravensbruck,,,,,,,
Karlshagen,Germany,,Ravensbruck,,,,,,,
Klutzow-Stargard,Germany,,Ravensbruck,,,,,,,
Kîningsberg-Neumark,Germany,,Ravensbruck,,,,,,,
Malchow,Germany,,Ravensbruck,,,,,,,
Neubrandenburg (Siemens),Germany,,Ravensbruck,,,,,,,
Neustadt/Glene,Germany,,Ravensbruck,,,,,,,
PeenemÅnde,Germany,,Ravensbruck,,,,,,,
Prenzlau,Germany,,Ravensbruck,,,,,,,
Rechlin,Germany,,Ravensbruck,,,,,,,
Retzow,Germany,,Ravensbruck,,,,,,,
Rostock-Marienhe (Heinkel),Germany,,Ravensbruck,,,,,,,
Stargard,Germany,,Ravensbruck,,,,,,,
Steinhoring,Germany,,Ravensbruck,,,,,,,
Schwarzenforst,Germany,,Ravensbruck,,,,,,,
Uckermark,Germany,,Ravensbruck,,,,,,,
Velten,Germany,,Ravensbruck,,,,,,,
Bad Saarow,Germany,,Sachsenhausen,,,,,,,
Baubrigade,Germany,,Sachsenhausen,,,,,,,
Beerfelde,Germany,,Sachsenhausen,,,,,,,
Berga,Germany,,Sachsenhausen,,,,,,,
Berlin,Germany,,Sachsenhausen,,,,,,,
Babelsberg,Germany,,Sachsenhausen,,,,,,,
Falkensee,Germany,,Sachsenhausen,,,,,,,
Helensee (Demag),Germany,,Sachsenhausen,,,,,,,
Hennigsdorf (AEG),Germany,,Sachsenhausen,,,,,,,
Koepenig,Germany,,Sachsenhausen,,,,,,,
Lichterfelde,Germany,,Sachsenhausen,,,,,,,
Lichtenrade,Germany,,Sachsenhausen,,,,,,,
Reinickendorf (Argus),Germany,,Sachsenhausen,,,,,,,
Siemens Stadt,Germany,,Sachsenhausen,,,,,,,
Tegel,Germany,,Sachsenhausen,,,,,,,
Wilmersdorf,Germany,,Sachsenhausen,,,,,,,
Biesenthal,Germany,,Sachsenhausen,,,,,,,
Bornicke,Germany,,Sachsenhausen,,,,,,,
Brandenburg/havel,Germany,,Sachsenhausen,,,,,,,
Dammsmuhle-Schonwalde,Germany,,Sachsenhausen,,,,,,,
Debno-Neudamm,Germany,,Sachsenhausen,,,,,,,
Doberitz,Germany,,Sachsenhausen,,,,,,,
Drogen-Niedorf,Germany,,Sachsenhausen,,,,,,,
Falkenhagen-Furstenwalde,Germany,,Sachsenhausen,,,,,,,
Falkensee,Germany,,Sachsenhausen,,,,,,,
Frieoythe/Kloppenburg,Germany,,Sachsenhausen,,,,,,,
Heinkel,Germany,,Sachsenhausen,,,,,,,
Genshagen,Germany,,Sachsenhausen,,,,,,,
Glau-Trebbin,Germany,,Sachsenhausen,,,,,,,
Gross-Rosen,Germany,,Sachsenhausen,,,,,,,
Hohenlychen,Germany,,Sachsenhausen,,,,,,,
Karlsruhe,Germany,,Sachsenhausen,,,,,,,
Klinker,Germany,,Sachsenhausen,,,,,,,
Kl. machnow,Germany,,Sachsenhausen,,,,,,,
Kolpin,Germany,,Sachsenhausen,,,,,,,
Konigswusterhause (Krupp),Germany,,Sachsenhausen,,,,,,,
KÅstrin,Germany,,Sachsenhausen,,,,,,,
Lieberose,Germany,,Sachsenhausen,,,,,,,
Lubben,Germany,,Sachsenhausen,,,,,,,
Muggelheim,Germany,,Sachsenhausen,,,,,,,
Neubrandenburg (Hamburg),Germany,,Sachsenhausen,,,,,,,
Neustrelitz,Germany,,Sachsenhausen,,,,,,,
Niederhagen,Germany,,Sachsenhausen,,,,,,,
Oranienburg,Germany,,Sachsenhausen,,,,,,,
Politz,Germany,,Sachsenhausen,,,,,,,
Prettin,Germany,,Sachsenhausen,,,,,,,
Rathenow,Germany,,Sachsenhausen,,,,,,,
Ravensbruck (until 1939),Germany,,Sachsenhausen,,,,,,,
Riga,Germany,,Sachsenhausen,,,,,,,
Senftenberg/Schwarzweide,Germany,,Sachsenhausen,,,,,,,
Storkow,Germany,,Sachsenhausen,,,,,,,
Stuttgart,Germany,,Sachsenhausen,,,,,,,
Treuenbrietzen,Germany,,Sachsenhausen,,,,,,,
Werde,Germany,,Sachsenhausen,,,,,,,
Wewelsburg,Germany,,Sachsenhausen,,,,,,,
Wittenberg (Arado),Germany,,Sachsenhausen,,,,,,,
Aflenz,Austria,,Mauthausen,,,,,,,
Redl-Zipf (code name Schlier),Austria,,Mauthausen,,,,,,,
Amstetten (two camps: one for male and one for female inmates),Austria,,Mauthausen,,,,,,,
Bachmanning,Austria,,Mauthausen,,,,,,,
Bretstein,Austria,,Mauthausen,,,,,,,
Dippoldsau,Austria,,Mauthausen,,,,,,,
Ebensee,Austria,,Mauthausen,,,,,,,
Ebelsberg (subcommando of Linz III),Austria,,Mauthausen,,,,,,,
Eisenerz,Austria,,Mauthausen,,,,,,,
Enns,Austria,,Mauthausen,,,,,,,
Florisdorf (=Wien-Florisdorf and Wien-Jedlesee),Austria,,Mauthausen,,,,,,,
Grein,Austria,,Mauthausen,,,,,,,
Grossramming,Austria,,Mauthausen,,,,,,,
Gunskirchen,Austria,,Mauthausen,,,,,,,
"Gusen I, II (St. Georgen), III (Lungitz)",Austria,,Mauthausen,,,,,,,
"(Hartheim) not a sub-camp of Mauthausen, but many inmates of Mauthausen and Dachau had been gassed in Hartheim.",Austria,,Mauthausen,,,,,,,
HinterbrÅhl,Austria,,Mauthausen,,,,,,,
Hirtenberg,Austria,,Mauthausen,,,,,,,
Klagenfurt,Austria,,Mauthausen,,,,,,,
KleinmÅnchen (subcommando of Linz III),Austria,,Mauthausen,,,,,,,
Leibnitz,Austria,,Mauthausen,,,,,,,
Lind,Austria,,Mauthausen,,,,,,,
Lenzing,Austria,,Mauthausen,,,,,,,
"Linz I, II, III",Austria,,Mauthausen,,,,,,,
Loibl- Pass Nord,Austria,,Mauthausen,,,,,,,
Loibl- Pass SÅd (ex-Yugoslavia),Austria,,Mauthausen,,,,,,,
Melk,Austria,,Mauthausen,,,,,,,
Mittersill,Austria,,Mauthausen,,,,,,,
Passau I - Waldwerke,Austria,,Mauthausen,,,,,,,
Passau II,Austria,,Mauthausen,,,,,,,
Peggau,Austria,,Mauthausen,,,,,,,
St. Agyd,Austria,,Mauthausen,,,,,,,
St. Lambrecht,Austria,,Mauthausen,,,,,,,
St. Valentin,Austria,,Mauthausen,,,,,,,
Steyr,Austria,,Mauthausen,,,,,,,
Ternberg,Austria,,Mauthausen,,,,,,,
VîcklabrÅck=Wagrain,Austria,,Mauthausen,,,,,,,
Wels,Austria,,Mauthausen,,,,,,,
Wien Afa- Werke,Austria,,Mauthausen,,,,,,,
Wien Saurer-Werke,Austria,,Mauthausen,,,,,,,
Wien-Schwechat,Austria,,Mauthausen,,,,,,,
Wien Schînbrunn,Austria,,Mauthausen,,,,,,,
Wiener Neudorf,Austria,,Mauthausen,,,,,,,
Wiener Neustadt,Austria,,Mauthausen,,,,,,,
Bohusovice,Czechoslovakia,,Theresienstadt,,,,,,,
Kopisti,Czechoslovakia,,Theresienstadt,,,,,,,
Litomerice-Radobylberg,Czechoslovakia,,Theresienstadt,,,,,,,
Litomerice,Czechoslovakia,,Theresienstadt,,,,,,,
Lovosice (Sputh factory and an oil factory),Czechoslovakia,,Theresienstadt,,,,,,,
Nestemice,Czechoslovakia,,Theresienstadt,,,,,,,
Terezin (Plavy mill),Czechoslovakia,,Theresienstadt,,,,,,,
Usti (Schicht factory),Czechoslovakia,,Theresienstadt,,,,,,,
Zalhostice,Czechoslovakia,,Theresienstadt,,,,,,,
Asbach,France,,Natzweiler-Struthof,,,,,,,
Auerbach-Bensheim,France,,Natzweiler-Struthof,,,,,,,
Baden-Baden,France,,Natzweiler-Struthof,,,,,,,
Bad-Oppenau,France,,Natzweiler-Struthof,,,,,,,
Balingen,France,,Natzweiler-Struthof,,,,,,,
Bisingen,France,,Natzweiler-Struthof,,,,,,,
Dautmergen,France,,Natzweiler-Struthof,,,,,,,
Dortmettingen,France,,Natzweiler-Struthof,,,,,,,
Erzingen,France,,Natzweiler-Struthof,,,,,,,
Frommern,France,,Natzweiler-Struthof,,,,,,,
Schomberg,France,,Natzweiler-Struthof,,,,,,,
Schorzingen,France,,Natzweiler-Struthof,,,,,,,
Wuste,France,,Natzweiler-Struthof,,,,,,,
Zepfenhan,France,,Natzweiler-Struthof,,,,,,,
Bernhausen,France,,Natzweiler-Struthof,,,,,,,
Bingau,France,,Natzweiler-Struthof,,,,,,,
Bischofsheim,France,,Natzweiler-Struthof,,,,,,,
Calw,France,,Natzweiler-Struthof,,,,,WOMEN,,
Cernay,France,,Natzweiler-Struthof,,,,,,,
Cochem,France,,Natzweiler-Struthof,,,,,,,
Cochem Treis,France,,Natzweiler-Struthof,,,,,,,
Colmar,France,,Natzweiler-Struthof,,,,,,,
Darmstadt,France,,Natzweiler-Struthof,,,,,,,
Daudenzell,France,,Natzweiler-Struthof,,,,,,,
Dautmergen,France,,Natzweiler-Struthof,,,,,,,
Donauwiese,France,,Natzweiler-Struthof,,,,,,,
Echterdingen,France,,Natzweiler-Struthof,,,,,,,
Ellwangen,France,,Natzweiler-Struthof,,,,,,,
Ensingen,France,,Natzweiler-Struthof,,,,,,,
Fracfort/Main (Adler ),France,,Natzweiler-Struthof,,,,,,,
Frommern,France,,Natzweiler-Struthof,,,,,,,
Geisenheim (Krupp),France,,Natzweiler-Struthof,,,,,,,
Geislingen,France,,Natzweiler-Struthof,,,,,,,
Goben,France,,Natzweiler-Struthof,,,,,,,
Gross-Sachesenheim,France,,Natzweiler-Struthof,,,,,,,
Guttenbach,France,,Natzweiler-Struthof,,,,,,,
Hailfingen,France,,Natzweiler-Struthof,,,,,,,
Haslach,France,,Natzweiler-Struthof,,,,,,,
Heilbronn,France,,Natzweiler-Struthof,,,,,,,
Heppenheim,France,,Natzweiler-Struthof,,,,,,,
Hessenthal,France,,Natzweiler-Struthof,,,,,,,
Iffezheim,France,,Natzweiler-Struthof,,,,,,,
Iffezheim - Baden Oos-Sandweiller,France,,Natzweiler-Struthof,,,,,,,
Kaisheim,France,,Natzweiler-Struthof,,,,,,,
Kochem,France,,Natzweiler-Struthof,,,,,,,
Kochemdorf,France,,Natzweiler-Struthof,,,,,,,
Leonberg,France,,Natzweiler-Struthof,,,,,,,
Longwy-Thiel,France,,Natzweiler-Struthof,,,,,,,
Mannheim,France,,Natzweiler-Struthof,,,,,,,
Metz,France,,Natzweiler-Struthof,,,,,,,
Mosbach,France,,Natzweiler-Struthof,,,,,,,
Neckarelz I et II,France,,Natzweiler-Struthof,,,,,,,
Neckarelz Bad Rappenau,France,,Natzweiler-Struthof,,,,,,,
Neckargerach,France,,Natzweiler-Struthof,,,,,,,
Neckargartach-Heilbronn,France,,Natzweiler-Struthof,,,,,,,
Neckargerach Unterschwarsach,France,,Natzweiler-Struthof,,,,,,,
Neunkirchen,France,,Natzweiler-Struthof,,,,,,,
Oberehnheim-Obernai,France,,Natzweiler-Struthof,,,,,,,
Obrigheim,France,,Natzweiler-Struthof,,,,,,,
Peltre,France,,Natzweiler-Struthof,,,,,,,
Plattenwald,France,,Natzweiler-Struthof,,,,,,,
Rothau,France,,Natzweiler-Struthof,,,,,,,
Saint-Die,France,,Natzweiler-Struthof,,,,,,,
Sainte Marie aux Mines,France,,Natzweiler-Struthof,,,,,,,
Sanhofen (Daimler-Benz),France,,Natzweiler-Struthof,,,,,,,
Sandweier,France,,Natzweiler-Struthof,,,,,,,
Schirmeck,France,,Natzweiler-Struthof,,,,,,,
Schînberg,France,,Natzweiler-Struthof,,,,,,,
Schîrzingen,France,,Natzweiler-Struthof,,,,,,,
Schwabisch-Hall,France,,Natzweiler-Struthof,,,,,,,
Spaichingen,France,,Natzweiler-Struthof,,,,,,,
Tailfingen,France,,Natzweiler-Struthof,,,,,,,
Urbes Wesserling,France,,Natzweiler-Struthof,,,,,,,
Vaihingen-Enz,France,,Natzweiler-Struthof,,,,,,,
Vainhingen/Unterriechinegn,France,,Natzweiler-Struthof,,,,,,,
Wasserralfingen,France,,Natzweiler-Struthof,,,,,,,
Weckrieden,France,,Natzweiler-Struthof,,,,,,,
Wasserling,France,,Natzweiler-Struthof,,,,,,,
Zuffenhause (Heinkel),France,,Natzweiler-Struthof,,,,,,,
Arnhem,Netherlands,,Vught,,,,,,,
Breda,Netherlands,,Vught,,,,,,,
Eindhoven,Netherlands,,Vught,,,,,,,
Gilze-Rijen,Netherlands,,Vught,,,,,,,
Gravenhage (The Hague),Netherlands,,Vught,,,,,,,
Haaren par Tilburg,Netherlands,,Vught,,,,,,,
Leeuwarden,Netherlands,,Vught,,,,,,,
Moerdijk,Netherlands,,Vught,,,,,,,
Rozendaal,Netherlands,,Vught,,,,,,,
Sint Michielsgestel,Netherlands,,Vught,,,,,,,
Valkenburg par Leiden,Netherlands,,Vught,,,,,,,
Venlo (Luftwaffe airfield),Netherlands,,Vught,,,,,,,
Izbica,Poland,,Belzec,HOLDING,,,,,,
Aslau,Poland,Os?a,Gross-Rosen,,,"Concordia-Werk Bunzlau,ˇFocke-Wulfˇ(min. 616)",,,,
Bad Charlottenbrunn,Poland,Jedlina-Zdr¢j[2],Gross-Rosen,,,Organisation Todt[3],,,,
Bad Salzbrunnˇ[4],Poland,Szczawno-Zdr¢j,Gross-Rosen,,,construction work (men),,,,
Bad Warmbrunn,Poland,Cieplice ?l?skie-Zdr¢j,Gross-Rosen,,,Maschinen Fabrik Dorries-FÅllner (800),,,,
Bernsdorf,Poland,Bernartice (Trutnov District),Gross-Rosen,,,"Part of the 'Trautenau Ring' of labor camps under the command Fritz Ritterbusch and Else Hawlik. Immediate Supervisor, KommandofÅhrerin Maria MÅhl.",,,,
BirnbÑumel,Poland,Gruszeczka,Gross-Rosen,,,"Unternehmen Barthold (1,000 women)",,WOMEN,,
Bolkenhain,Poland,Bolk¢w,Gross-Rosen,,,Vereinigte Deutsche Metallwerke (min. 800),,,,
BreslauˇI & II,Poland,Wroc?aw,Gross-Rosen,,,"Famo-Werke, Linke-Hofmann-Werke (1,200 men)",,,,
BrÅnnlitz,Poland,Brn?nec,Gross-Rosen,,,"Armaments factory run byˇOskar Schindlerˇ(1,200)[5]",,,,
Buchwald-Hohenwiese,Poland,"Bukowiec, Jelenia G¢ra County",Gross-Rosen,,,maintenance,,,,
Bunzlau I & II,Poland,Boleslawiec,Gross-Rosen,,,"I: Holzindustrie Hubert Land (1,200); II: Concordia Spinerei und Weberei Company",,,,
Christianstadt,Poland,"Krzystkowiceˇ(pl),ˇNowogr¢d",Gross-Rosen,,,Dynamit AG Nobel,,,,
Dîrnhau,Poland,Kolce,Gross-Rosen,,,Organisation Todt,,,,
Dyhernfurth,Poland,Brzeg Dolny,Gross-Rosen,,,"Anorgana (450), Luranil, subcontractors (3,000)",,,,
Erlenbusch,Poland,"Olszyniec, Lower Silesian Voivodeship",Gross-Rosen,,,Stollen Wolfsberg und Hausdorfˇ[3],,,,
Eule,Poland,"Sowinaˇ(pl),ˇK?odzko County",Gross-Rosen,,,Komplex Riese,,,,
Falkenberg,Poland,"Sokolec, Lower Silesian Voivodeship",Gross-Rosen,,,"Stollen Falkenberg (1,500)",,,,
FaulbrÅck,Poland,Mo?cisko,Gross-Rosen,,,,,,,
Freiburg in Schlesien,Poland,?wiebodzice,Gross-Rosen,,,AEG Allgemeine ElektrcitÑts-Geselschaft,,,,
Friedland,Poland,Mierosz¢w,Gross-Rosen,,,Vereinigte Deutsche Metallwerke Hamburg,,,,
FÅnfteichen,Poland,Mi?oszyce,Gross-Rosen,,,"Friedrich KruppˇBerthawerk (6,000)",,,,
FÅrstenstein,Poland,Ksi??,Gross-Rosen,,,"Komplex Riese, mining",,,,
Gabersdorf,Poland,"Trutnov,ˇHradec",Gross-Rosen,,,"Hasse, Etrich, Vereinigte Textilwerke K.Z. Barthel; part of the 'Trautenau Ring' of labor camps under the command Fritz Ritterbusch and Else Hawlik. Immediate Supervisor, KommandofÅhrerin Charlotte Ressel.",,,,
Gassen,Poland,Jasie?,Gross-Rosen,,,,,,,
Gebhardsdorf,Poland,"Giebu?t¢w, Lower Silesian Voivodeship",Gross-Rosen,,,,,,,
Gellenau,Poland,"Jeleni¢w, Lower Silesian Voivodeship",Gross-Rosen,,,,,,,
Gîrlitz,Poland,Zgorzelec,Gross-Rosen,,,,,,,
GrÅnberg,Poland,Zielona G¢ra,Gross-Rosen,,,"(1,300 Jewish women) LagerfÅhrerin Anna Fiebig",,WOMEN,,
GrÑben,Poland,"Near Strzegom, ?widnica County, Lower Silesian Voivodeship",Gross-Rosen,,,"Part of the 'Trautenau Ring' of labor camps under the command Fritz Ritterbusch and Else Hawlik. Immediate Supervisor, KommandofÅhrerin Katharina Reimann.",,,,
Graffenort,Poland,Gorzan¢w,Gross-Rosen,,,,,,,
GrÑflich Rîhsdorf,Poland,Skarbowa (Wroc?aw),Gross-Rosen,,,Festung BreslauˇKommandofÅhrerinˇGertrud Sauer,,,,
Gruschwitz,Poland,Kruszwica,Gross-Rosen,,,,,,,
Grulich,Poland,Kraliky,Gross-Rosen,,,,,,,
Guben,Poland,"Gubin, Poland",Gross-Rosen,,,,,,,
Halbau,Poland,Ilowa,Gross-Rosen,,,,,,,
Halbstadt,Poland,Gross Rosen,Gross-Rosen,,,,,,,
Halbstadt,Poland,"Mezim?st°,ˇHradec",Gross-Rosen,,,,,,,
Hartmannsdorf,Poland,Mi?osz¢w,Gross-Rosen,,,,,,,
Hausdorf,Poland,Jugowice,Gross-Rosen,,,,,,,
Hirschberg,Poland,Jelenia G¢ra,Gross-Rosen,,,,,,,
Hochweiler,Poland,"Wierzchowice, Milicz County",Gross-Rosen,,,"Unternehmen Barthold (1,000 Jewish women (""Alte Ziegelei""))",,WOMEN,,
Hundsfeld (Breslau),Poland,Psie Pole,Gross-Rosen,,,KommandofÅhrerin Emilie (Emma) Kowa,,,,
Kaltenbrunn,Poland,Studzienno,Gross-Rosen,,,,,,,
Kaltwasser,Poland,"Zimna Woda,ˇG?uszyca",Gross-Rosen,,,,,,,
Kamenz,Poland,"Kamenz,ˇSaxony",Gross-Rosen,,,,,,,
Kittlitztreben,Poland,"Trzebie?, Lower Silesian Voivodeship",Gross-Rosen,,,,,,,
Klein Radisch,Poland,"Klein-Radisch, Rad?owkˇ(de)",Gross-Rosen,,,,,,,
Kînigszelt,Poland,Jaworzyna ?l?ska,Gross-Rosen,,,,,,,
Kratzau I and II,Poland,Chrastava,Gross-Rosen,,,,,,,
Kretschamberg,Poland,"Karczmarka,ˇTrzebie?",Gross-Rosen,,,,,,,
Kurzbach I,Poland,Buko?owo nearˇMilicz[2],Gross-Rosen,,,,,,,
Kurzbach-Gruenthal,Poland,"Gruenthal,ˇsee:ˇBuko?owoˇ(pl)",Gross-Rosen,,,,,,,
Langenbielau,Poland,"Bielawa,ˇDzier?oni¢w",Gross-Rosen,,,"Siling, Hansen, Telefunken, Krupp (2,000); served as a training location forˇSS-Aufseherinnenˇin 1944-1945.",,,,
Landeshut,Poland,Kamienna G¢ra,Gross-Rosen,,,,,,,
LÑrche,Poland,"G¢ra Sobo?ˇ(pl),ˇGlinica",Gross-Rosen,,,Project Riese[3],,,,
Laskowitz,Poland,Jelcz-Laskowice,Gross-Rosen,,,,,,,
Lehmwasserˇ[2],Poland,"Glinica,ˇJedlina-Zdr¢j",Gross-Rosen,,,,,,,
Liebau,Poland,Lubawka,Gross-Rosen,,,,,,,
Lissa,Poland,Wroc?aw,Gross-Rosen,,,,,,,
Ludwigsdorf,Poland,Ludwikowice Klodzkie,Gross-Rosen,,,Part of the Trautenau Ring' of labor camps under the command Fritz Ritterbusch and Else Hawlik.,,,,
MÑrzdorf,Poland,Marcisz¢w,Gross-Rosen,,,KommandofÅhrerin Erna Rinke,,,,
MarkstÑdt,Poland,Jelcz-Laskowice,Gross-Rosen,,,,,,,
MÑhrisch-Weisswasser,Poland,B°l† Voda,Gross-Rosen,,,Telefunken (200 women),,WOMEN,,
MÑrzbachtal,Poland,"Marcowy potok,ˇG?uszyca",Gross-Rosen,,,,,,,
Mittelsteine,Poland,?cinawka ?rednia,Gross-Rosen,,,,,,,
Namslau,Poland,Namys?¢w,Gross-Rosen,,,,,,,
Nei·e,Poland,"Nysa, Poland",Gross-Rosen,,,,,,,
Neuhammer,Poland,?wi?tosz¢w,Gross-Rosen,,,,,,,
Neusalz/Oder,Poland,Nowa S¢l,Gross-Rosen,,,,,,,
Niesky,Poland,"Niesky,ˇLusatia",Gross-Rosen,,,,,,,
Nimptsch,Poland,Niemcza,Gross-Rosen,,,,,,,
Ober Altstadt,Poland,"Ho?ej?i,ˇStarÇ M?sto[1]",Gross-Rosen,,,"Part of the 'Trautenau Ring' of labor camps under the command Fritz Ritterbusch and Else Hawlik. Immediate Supervisor, KommandofÅhrerin Irmgard Hoffmann.",,,,
Ober Hohenelbe,Poland,Vrchlabi,Gross-Rosen,,,Part of the 'Trautenau Ring' of labor camps under the command Fritz Ritterbusch and Else Hawlik.,,,,
OberwÅstegiersdorf,Poland,G?uszyca G¢rna,Gross-Rosen,,,,,,,
Parschnitz,Poland,"Po?°?°ˇ(cz),ˇTrutnov",Gross-Rosen,,,Au·enlagerˇand offices of the 'Trautenau Ring' of labor camps under the command Fritz Ritterbusch and Else Hawlik. Immediate Supervisor was SS-KommandofÅhrerin Isolde Reznick.,,,,
Parschnitz,Poland,Po?°?°ˇ[6],Gross-Rosen,,,Zwangsarbeitslager fÅr Juden,,,,
Peterswaldau,Poland,Pieszyce,Gross-Rosen,,,LagerfÅhrerin Else Hain,,,,
Prausnitz,Poland,Prusice,Gross-Rosen,,,,,,,
Reichenau,Poland,Rychnov u Jablonce nad Nisou,Gross-Rosen,,,,,,,
"Reichenbach, or Langenbielau II",Poland,Dzier?oni¢w,Gross-Rosen,,,,,,,
Rauscha,Poland,"Rusz¢w, Lower Silesian Voivodeship",Gross-Rosen,,,,,,,
Sackisch,Poland,Zakrze,Gross-Rosen,,,,,,,
Sankt/St. Georegnthal,Poland,Ji?et°n pod Jedlovou,Gross-Rosen,,,,,,,
Schatzlar,Poland,?aclÇ?,Gross-Rosen,,,"Part of the 'Trautenau Ring' of labor camps under the command Fritz Ritterbusch and Else Hawlik. Immediate Supervisor, KommandofÅhrerin Elisabeth Bischoff and Marchova.",,,,
Schertendorf,Poland,Przylep,Gross-Rosen,,,,,,,
Schmiedeberg,Poland,Kowary,Gross-Rosen,,,,,,,
Schotterwerk I,Poland,G?uszyca G¢rna[7],Gross-Rosen,,,"Lenz, Steinhage, Shcallhorn",,,,
Schotterwerk - Sauferwassergraben,Poland,"G¢ra Os¢wkaˇ(pl),ˇOwl Mountains[7]",Gross-Rosen,,,Project Riese,,,,
Schlesiersee,Poland,Slawa,Gross-Rosen,,,,,,,
Striegau,Poland,Strzegom,Gross-Rosen,,,,,,,
Schweidnitz,Poland,?widnica,Gross-Rosen,,,,,,,
Tannhausen,Poland,Jedlinka,Gross-Rosen,,,,,,,
Treskau,Poland,Owinska,Gross-Rosen,,,,,,,
Trautenau,Poland,Trutnov,Gross-Rosen,,,,,,,
Waldenburg,Poland,Wa?brzych,Gross-Rosen,,,,,,,
Weisswasser,Poland,Wei·wasser,Gross-Rosen,,,,,,,
Wiesau,Poland,Wiz¢wˇnearˇBoles?awiec,Gross-Rosen,,,,,,,
Wittichenau,Poland,"Wittichenau,ˇBautzen",Gross-Rosen,,,,,,,
Wolfsberg,Poland,"G¢ra W?odarzˇ(pl),ˇOwl Mountains",Gross-Rosen,,,Project Riese,,,,
WÅstegiersdorf,Poland,"G¢ra Sobo?ˇ(pl),ˇG?uszyca",Gross-Rosen,,,Project Riese,,,,
WÅstewaltersdorf,Poland,"Walim, Lower Silesian Voivodeship",Gross-Rosen,,,,,,,
Ziellerthal,Poland,Mys?akowice,Gross-Rosen,,,,,,,
Zittau,Poland,?itava,Gross-Rosen,,,,,,,
Budzyn,Poland,,Majdanek,,,,,,,
Hrubieszow,Poland,,Majdanek,,,,,,,
Lublin,Poland,,Majdanek,,,,,,,
Bocion,Poland,,Stutthof,,,,,,,
Bromberg,Poland,,Stutthof,,,,,,,
Chorabie,Poland,,Stutthof,,,,,,,
Cieszyny,Poland,,Stutthof,,,,,,,
Danzig-Burggraben / Kokokszki,Poland,,Stutthof,,,,,,,
Danzig-Neufahrwasser,Poland,,Stutthof,,,,,,,
Danzigerwerf / Gdansk,Poland,,Stutthof,,,,,,,
Dzimianen,Poland,,Stutthof,,,,,,,
Elbing,Poland,,Stutthof,,,,,,,
Elblag (Org. Todt),Poland,,Stutthof,,,,,,,
Elblag (Schinau),Poland,,Stutthof,,,,,,,
Police / Szczecin,Poland,,Stutthof,,,,,,,
Gdynia,Poland,,Stutthof,,,,,,,
Gerdenau,Poland,,Stutthof,,,,,,,
Graudenz,Poland,,Stutthof,,,,,,,
Greendorf,Poland,,Stutthof,,,,,,,
Grodno,Poland,,Stutthof,,,,,,,
Gutowo,Poland,,Stutthof,,,,,,,
Gwisdyn,Poland,,Stutthof,,,,,,,
Heiligenbeil,Poland,,Stutthof,,,,,,,
Jessu,Poland,,Stutthof,,,,,,,
Kokoschken,Poland,,Stutthof,,,,,,,
Kolkau,Poland,,Stutthof,,,,,,,
Krzemieniewo,Poland,,Stutthof,,,,,,,
Lauenburg,Poland,,Stutthof,,,,,,,
Malken Mierzynek,Poland,,Stutthof,,,,,,,
Nawitz,Poland,,Stutthof,,,,,,,
Niskie,Poland,,Stutthof,,,,,,,
Obrzycko,Poland,,Stutthof,,,,,,,
Prault,Poland,,Stutthof,,,,,,,
